,province,sex,master_channel,newsletter,registration_payment,use_pickup_point,churned_1_month,email_domain,with_promotion,is_lead,reg_year,days_from_first_click,age,box_satisfaction,reg_month
22779,p6,0,gb,1.0,0.0,0.0,1,hc,1,0,2019,0.0,15.5,141.98,f
22780,p2,0,e,0.0,10.99,0.0,0,hc,1,0,2019,0.0,19.5,141.98,f
22781,p2,0,d,0.0,20.99,0.0,0,gc,0,1,2019,0.0,12.5,141.98,f
22782,p4,0,d,0.0,20.99,0.0,0,gc,0,0,2019,0.0,19.5,141.98,f
22783,p10,0,f,0.0,10.99,0.0,1,gc,1,0,2019,55.25,13.0,141.98,f
22784,p6,0,a,0.0,10.99,0.0,1,oc,1,1,2019,0.0,24.5,141.98,f
22785,p10,0,ps,0.0,10.99,0.0,1,hc,1,1,2019,0.0,26.0,141.98,f
22786,p1,1,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,11.5,141.98,f
22787,p3,0,a,1.0,10.99,0.0,0,gc,1,0,2019,0.0,15.5,141.98,f
22788,p1,0,gb,1.0,0.0,1.0,1,he,1,1,2019,0.0,24.5,141.98,f
22789,p2,1,f,1.0,10.99,0.0,1,hc,1,0,2019,0.0,24.0,141.98,f
22790,p1,0,e,1.0,10.99,0.0,1,hc,1,0,2019,0.0,16.5,141.98,f
22791,p2,0,a,1.0,10.99,0.0,1,ye,1,1,2019,0.0,20.5,141.98,f
22792,p2,1,e,1.0,10.99,0.0,0,gc,1,0,2019,0.0,24.0,141.98,f
22793,p3,0,e,1.0,10.99,0.0,0,gc,1,1,2019,0.0,15.5,141.98,f
22794,p4,0,f,0.0,10.99,1.0,0,gc,1,0,2019,0.0,21.0,141.98,f
22795,p8,0,s,0.0,10.99,0.0,0,gc,1,1,2019,0.0,11.5,141.98,f
22796,p2,0,e,1.0,10.99,0.0,0,gc,1,0,2019,74.5,20.5,141.98,f
22797,p7,0,dd,1.0,10.99,0.0,0,hc,1,0,2019,0.0,19.5,141.98,f
22798,p15,0,gb,1.0,10.99,0.0,0,gc,1,1,2019,0.5,25.5,141.98,f
22799,p7,0,gb,0.0,0.0,0.0,1,hc,1,0,2019,0.0,16.0,141.98,f
22800,p15,1,gb,0.0,10.99,0.0,0,gc,1,1,2019,0.0,13.0,141.98,f
22801,p1,0,e,0.0,10.99,0.0,0,gc,1,1,2019,7.0,18.5,141.98,f
22802,p3,1,dd,0.0,10.99,1.0,1,other,1,0,2019,1.5,13.5,141.98,f
22803,p3,0,e,1.0,10.99,1.0,0,gc,1,1,2019,7.25,29.0,141.98,f
22804,p4,1,gb,1.0,0.0,0.0,1,gc,1,0,2019,0.0,16.0,141.98,f
22805,p4,0,e,1.0,10.99,0.0,0,gc,1,1,2019,29.5,22.5,141.98,f
22806,p3,1,e,1.0,10.99,1.0,1,gc,1,1,2019,2.25,15.5,141.98,f
22807,p2,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,16.0,141.98,f
22808,p5,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,19.0,141.98,f
22809,p3,0,e,0.0,10.99,1.0,0,gc,1,1,2019,0.0,15.0,141.98,f
22810,p3,1,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,21.5,141.98,f
22811,p1,0,gb,0.0,0.0,1.0,1,gc,1,0,2019,0.0,13.5,141.98,f
22812,p1,0,s,0.0,10.99,0.0,0,gc,1,1,2019,0.0,17.0,141.98,f
22813,p3,1,e,0.0,10.99,0.0,0,he,1,0,2019,0.0,16.0,141.98,f
22814,p4,0,s,1.0,10.99,0.0,0,gc,1,1,2019,0.0,22.5,141.98,f
22815,p2,0,s,1.0,10.99,0.0,0,gc,1,0,2019,0.0,19.0,141.98,f
22816,p1,1,gb,0.0,0.0,0.0,1,ge,1,0,2019,0.0,17.0,141.98,f
22817,p3,0,gb,0.0,2.99,0.0,0,gc,1,1,2019,0.0,18.5,141.98,f
22818,p6,0,d,0.0,20.99,0.0,0,hc,0,0,2019,1.75,19.0,141.98,f
22819,p1,1,e,0.0,10.99,0.0,0,hc,1,1,2019,1.5,14.0,141.98,f
22820,p12,0,f,1.0,10.99,0.0,1,hc,1,0,2019,0.0,19.0,141.98,f
22821,p4,0,ps,1.0,10.99,0.0,0,gc,1,1,2019,0.0,13.5,141.98,f
22822,p3,0,b,0.0,10.99,0.0,0,hc,1,0,2019,0.0,31.5,141.98,f
22823,p15,0,e,0.0,10.99,0.0,1,gc,1,1,2019,0.0,28.5,141.98,f
22824,p3,1,a,0.0,10.99,0.0,0,gc,1,0,2019,0.0,14.5,141.98,f
22825,p3,0,a,0.0,10.99,0.0,1,hc,1,0,2019,0.0,13.5,141.98,f
22826,p3,0,dd,0.0,10.99,0.0,1,gc,1,0,2019,0.0,27.5,141.98,f
22827,p6,1,gb,0.0,0.0,1.0,0,he,1,0,2019,0.0,21.0,141.98,f
22828,p3,0,ps,0.0,10.99,0.0,1,gc,1,1,2019,11.75,19.0,141.98,f
22829,p8,1,ps,0.0,10.99,0.0,1,hc,1,1,2019,0.0,11.5,141.98,f
22830,p8,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,30.0,141.98,f
22831,p3,0,s,0.0,10.99,0.0,0,hc,1,0,2019,0.0,18.0,141.98,f
22832,p15,0,gb,0.0,10.99,0.0,0,gc,1,0,2019,0.0,21.0,141.98,f
22833,p7,1,ps,1.0,10.99,0.0,0,hc,1,1,2019,0.0,23.0,141.98,f
22834,p9,1,gb,0.0,0.0,0.0,1,gc,1,1,2019,0.0,19.0,141.98,f
22835,p3,0,f,0.0,10.99,1.0,0,gc,1,0,2019,0.0,31.0,141.98,f
22836,p4,1,d,0.0,20.99,0.0,1,hc,0,0,2019,0.0,10.5,141.98,f
22837,p3,1,dd,0.0,10.99,0.0,0,gc,1,0,2019,0.0,12.5,141.98,f
22838,p8,0,a,0.0,10.99,0.0,0,he,1,0,2019,51.0,20.0,141.98,f
22839,p1,1,gb,1.0,0.0,0.0,1,gc,1,0,2019,0.25,18.5,176.76,g
22840,p1,1,f,1.0,10.99,0.0,1,gc,1,0,2019,11.75,16.5,176.76,g
22841,p4,0,f,1.0,10.99,0.0,1,oc,1,0,2019,0.0,15.5,176.76,g
22842,p3,0,gb,1.0,0.0,0.0,1,gc,1,0,2019,0.0,17.0,176.76,g
22843,p7,1,a,0.0,10.99,0.0,1,gc,1,0,2019,0.0,12.0,176.76,g
22844,p2,0,ps,0.0,10.99,0.0,1,hc,1,0,2019,0.0,14.5,176.76,g
22845,p9,0,ps,0.0,10.99,0.0,0,hc,1,0,2019,37.5,19.5,176.76,g
22846,p1,1,f,1.0,10.99,0.0,1,hc,1,0,2019,0.0,18.0,176.76,g
22847,p1,1,f,0.0,10.99,1.0,1,hc,1,0,2019,0.0,32.0,176.76,g
22848,p3,0,ps,0.0,10.99,1.0,1,gc,1,1,2019,0.0,18.5,176.76,g
22849,p5,1,f,0.0,10.99,0.0,0,hc,1,0,2019,0.0,14.0,176.76,g
22850,p1,1,e,1.0,10.99,0.0,1,hc,1,1,2019,0.0,19.0,176.76,g
22851,p2,0,f,1.0,10.99,0.0,1,gc,1,0,2019,0.0,18.5,176.76,g
22852,p3,1,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,30.0,176.76,g
22853,p6,1,ps,1.0,10.99,0.0,1,gc,1,1,2019,0.0,18.0,176.76,g
22854,p1,0,d,0.0,20.99,0.0,0,gc,0,1,2019,0.0,24.5,176.76,g
22855,p1,1,a,0.0,10.99,0.0,1,hc,1,0,2019,0.0,32.0,176.76,g
22856,p2,0,f,1.0,10.99,0.0,1,gc,1,0,2019,0.0,27.0,176.76,g
22857,p2,1,f,1.0,10.99,0.0,1,ge,1,0,2019,0.0,26.5,176.76,g
22858,p4,0,dd,1.0,10.99,0.0,0,gc,1,0,2019,0.0,10.0,176.76,g
22859,p12,0,a,1.0,10.99,0.0,1,hc,1,1,2019,0.0,14.5,176.76,g
22860,p8,0,gb,0.0,0.0,0.0,0,hc,1,1,2019,0.0,19.5,176.76,g
22861,p1,0,ps,0.0,10.99,0.0,1,hc,1,1,2019,0.25,17.5,176.76,g
22862,p6,0,ps,0.0,10.99,1.0,0,gc,1,1,2019,0.25,17.5,176.76,g
22863,p15,0,gb,1.0,10.99,1.0,0,ge,1,0,2019,0.25,12.0,176.76,g
22864,p8,1,f,1.0,10.99,0.0,1,hc,1,0,2019,0.0,15.0,176.76,g
22865,p9,1,ps,0.0,10.99,0.0,1,gc,1,1,2019,0.0,15.0,176.76,g
22866,p13,0,a,0.0,10.99,0.0,1,hc,1,0,2019,0.0,16.0,176.76,g
22867,p1,0,ps,1.0,10.99,0.0,0,gc,1,1,2019,0.0,21.5,176.76,g
22868,p4,1,e,1.0,10.99,0.0,1,gc,1,1,2019,0.0,23.5,176.76,g
22869,p1,1,ps,1.0,10.99,0.0,1,gc,1,1,2019,0.0,21.0,176.76,g
22870,p2,0,cm,0.0,20.99,0.0,0,gc,0,0,2019,0.0,16.5,176.76,g
22871,p4,0,cm,0.0,10.99,0.0,0,gc,1,1,2019,0.0,14.0,176.76,g
22872,p1,1,f,1.0,10.99,0.0,1,he,1,1,2019,0.0,20.0,176.76,g
22873,p8,0,ps,1.0,10.99,0.0,0,hc,1,1,2019,0.0,16.0,176.76,g
22874,p4,1,f,0.0,10.99,0.0,1,ye,1,0,2019,0.25,22.5,176.76,g
22875,p7,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,23.5,176.76,g
22876,p7,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,29.5,176.76,g
22877,p9,0,ps,0.0,10.99,0.0,0,hc,1,0,2019,0.0,13.0,176.76,g
22878,p1,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.25,16.5,176.76,g
22879,p7,0,f,1.0,10.99,0.0,0,hc,1,1,2019,0.0,14.0,176.76,g
22880,p3,1,gb,0.0,0.0,0.0,1,other,1,0,2019,0.0,17.5,176.76,g
22881,p5,1,gb,0.0,0.0,0.0,0,hc,1,0,2019,0.0,18.0,176.76,g
22882,p16,1,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,12.5,176.76,g
22883,p3,1,ps,1.0,10.99,0.0,0,gc,1,1,2019,0.0,16.0,176.76,g
22884,p6,0,f,1.0,10.99,0.0,1,hc,1,0,2019,0.0,17.5,176.76,g
22885,p8,0,f,0.0,10.99,0.0,1,other,1,0,2019,0.0,28.5,176.76,g
22886,p6,0,gb,0.0,0.0,0.0,0,hc,1,0,2019,0.0,12.0,176.76,g
22887,p3,0,ps,1.0,10.99,1.0,1,gc,1,1,2019,0.0,20.5,176.76,g
22888,p4,1,f,1.0,10.99,1.0,1,gc,1,0,2019,0.0,16.0,176.76,g
22889,p1,0,e,0.0,10.99,0.0,0,hc,1,1,2019,0.0,24.5,176.76,g
22890,p15,0,e,1.0,10.99,0.0,0,hc,1,1,2019,186.0,32.5,176.76,g
22891,p1,0,e,1.0,10.99,0.0,1,gc,1,1,2019,0.0,16.0,176.76,g
22892,p1,0,dd,0.0,10.99,0.0,1,hc,1,0,2019,0.25,13.0,176.76,g
22893,p4,0,e,0.0,10.99,0.0,0,hc,1,0,2019,6.75,23.0,176.76,g
22894,p1,1,e,1.0,10.99,0.0,1,gc,1,1,2019,20.0,13.5,176.76,g
22895,p2,1,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,17.0,176.76,g
22896,p4,0,e,0.0,10.99,0.0,0,hc,1,1,2019,1.75,29.5,176.76,g
22897,p2,0,ps,0.0,20.99,0.0,0,gc,0,1,2019,7.0,17.0,176.76,g
22898,p5,0,f,1.0,10.99,0.0,0,ye,1,1,2019,0.25,17.0,176.76,g
22899,p2,0,f,1.0,10.99,0.0,1,gc,1,0,2019,0.0,21.0,176.76,g
22900,p6,0,f,1.0,10.99,0.0,1,other,1,0,2019,0.0,18.0,176.76,g
22901,p3,1,f,0.0,10.99,0.0,1,other,1,0,2019,0.0,21.0,176.76,g
22902,p3,1,f,0.0,10.99,0.0,1,other,1,0,2019,0.0,26.5,176.76,g
22903,p8,1,f,0.0,10.99,1.0,1,hc,1,0,2019,0.0,23.0,176.76,g
22904,p7,0,e,0.0,10.99,0.0,0,other,1,0,2019,0.0,16.5,176.76,g
22905,p6,0,f,1.0,10.99,0.0,1,oe,1,0,2019,0.0,16.0,176.76,g
22906,p3,0,a,1.0,10.99,0.0,0,hc,1,0,2019,0.0,27.5,176.76,g
22907,p9,0,cm,1.0,10.99,0.0,0,gc,1,1,2019,0.0,12.0,176.76,g
22908,p1,1,a,0.0,10.99,0.0,1,other,1,0,2019,0.0,20.5,176.76,g
22909,p9,0,e,0.0,10.99,0.0,0,gc,1,1,2019,25.0,19.0,176.76,g
22910,p12,0,f,1.0,10.99,0.0,1,hc,1,0,2019,0.0,19.5,176.76,g
22911,p6,0,s,0.0,10.99,0.0,1,hc,1,0,2019,0.0,13.0,176.76,g
22912,p13,0,s,1.0,10.99,0.0,0,gc,1,0,2019,0.0,18.0,176.76,g
22913,p12,0,a,0.0,10.99,0.0,0,hc,1,0,2019,0.25,13.0,176.76,g
22914,p3,0,ps,0.0,10.99,0.0,1,gc,1,1,2019,0.0,23.5,176.76,g
22915,p3,1,a,1.0,10.99,0.0,1,gc,1,0,2019,9.25,21.0,176.76,g
22916,p7,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,37.0,176.76,g
22917,p3,1,ps,1.0,10.99,0.0,1,gc,1,1,2019,0.0,12.0,176.76,g
22918,p6,1,gb,0.0,0.0,0.0,1,hc,1,1,2019,0.0,23.0,176.76,g
22919,p12,0,a,0.0,10.99,0.0,0,gc,1,0,2019,0.0,15.5,176.76,g
22920,p14,1,f,0.0,10.99,0.0,1,other,1,0,2019,0.0,20.5,176.76,g
22921,p3,0,s,0.0,10.99,0.0,0,ye,1,1,2019,3.25,28.0,176.76,g
22922,p5,0,e,1.0,10.99,0.0,1,gc,1,1,2019,2.0,13.5,176.76,g
22923,p10,1,e,0.0,10.99,0.0,0,hc,1,0,2019,0.0,16.0,176.76,g
22924,p1,0,a,0.0,10.99,0.0,1,gc,1,0,2019,0.0,16.5,176.76,g
22925,p2,0,s,1.0,10.99,0.0,0,gc,1,0,2019,16.75,13.0,176.76,g
22926,p2,1,gb,0.0,0.0,0.0,0,gc,1,1,2019,1.0,18.5,176.76,g
22927,p1,0,gb,1.0,0.0,0.0,1,hc,1,0,2019,0.0,22.0,176.76,g
22928,p5,1,gb,1.0,0.0,0.0,1,hc,1,1,2019,0.0,19.5,176.76,g
22929,p1,0,b,1.0,10.99,0.0,1,gc,1,0,2019,0.0,18.0,176.76,g
22930,p3,0,s,0.0,10.99,0.0,0,gc,1,1,2019,0.0,17.0,176.76,g
22931,p11,1,f,0.0,10.99,1.0,1,hc,1,0,2019,0.0,14.5,176.76,g
22932,p3,1,e,1.0,10.99,0.0,0,oe,1,1,2019,0.0,15.5,176.76,g
22933,p8,1,ps,0.0,10.99,0.0,1,gc,1,1,2019,0.0,17.0,176.76,g
22934,p1,0,e,1.0,10.99,0.0,0,gc,1,1,2019,0.0,20.0,176.76,g
22935,p6,0,e,1.0,10.99,0.0,1,oc,1,0,2019,0.0,15.0,176.76,g
22936,p2,0,ps,0.0,10.99,0.0,0,gc,1,0,2019,0.0,13.5,176.76,g
22937,p3,1,dd,1.0,10.99,0.0,0,gc,1,1,2019,0.0,18.5,176.76,g
22938,p2,1,a,0.0,10.99,0.0,0,gc,1,0,2019,0.0,24.0,176.76,g
22939,p2,0,f,0.0,10.99,0.0,0,gc,1,0,2019,0.0,23.0,176.76,g
22940,p3,0,ps,1.0,10.99,1.0,0,gc,1,1,2019,0.0,21.0,176.76,g
22941,p3,0,e,1.0,10.99,1.0,1,gc,1,1,2019,0.0,10.0,176.76,g
22942,p2,1,g,0.0,0.0,0.0,0,gc,0,0,2019,1.0,14.5,176.76,g
22943,p1,0,ps,1.0,10.99,0.0,0,hc,1,1,2019,0.0,14.5,176.76,g
22944,p1,0,gb,0.0,0.0,0.0,1,hc,1,0,2019,0.0,28.0,176.76,g
22945,p4,0,s,1.0,10.99,0.0,0,he,1,0,2019,0.25,19.0,176.76,g
22946,p3,1,dd,1.0,10.99,0.0,1,gc,1,1,2019,0.0,15.5,176.76,g
22947,p16,1,gb,0.0,0.0,0.0,1,gc,1,0,2019,0.0,13.0,176.76,g
22948,p3,0,a,0.0,10.99,0.0,1,gc,1,1,2019,0.0,11.5,176.76,g
22949,p4,0,gb,1.0,0.0,1.0,1,hc,1,1,2019,0.0,16.0,176.76,g
22950,p1,0,a,0.0,10.99,1.0,0,hc,1,0,2019,0.0,19.5,176.76,g
22951,p1,1,f,0.0,10.99,0.0,1,ce,1,0,2019,0.0,16.0,176.76,g
22952,p1,0,f,0.0,10.99,0.0,1,ce,1,0,2019,0.0,14.0,176.76,g
22953,p1,1,f,0.0,10.99,0.0,1,ce,1,0,2019,0.0,14.5,176.76,g
22954,p2,1,a,0.0,10.99,1.0,1,gc,1,0,2019,0.0,15.0,176.76,g
22955,p10,0,a,0.0,10.99,0.0,1,gc,1,0,2019,67.5,20.0,176.76,g
22956,p7,0,a,0.0,10.99,0.0,1,hc,1,1,2019,0.75,12.0,176.76,g
22957,p8,0,ps,0.0,10.99,0.0,0,gc,1,1,2019,4.75,15.5,176.76,g
22958,p15,0,s,1.0,10.99,0.0,0,other,1,1,2019,0.0,20.0,176.76,g
22959,p2,0,gb,1.0,0.0,0.0,1,other,1,0,2019,0.0,13.5,176.76,g
22960,p4,0,s,1.0,10.99,0.0,1,gc,1,0,2019,0.0,13.0,176.76,g
22961,p3,0,e,1.0,10.99,0.0,0,gc,1,1,2019,1.75,14.5,176.76,g
22962,p3,0,gb,1.0,0.0,0.0,1,oe,1,0,2019,0.0,13.0,176.76,g
22963,p4,0,e,0.0,10.99,0.0,0,other,1,1,2019,0.0,19.5,176.76,g
22964,p14,0,ps,0.0,10.99,0.0,0,gc,1,1,2019,0.0,13.5,176.76,g
22965,p5,1,a,0.0,10.99,0.0,1,ge,1,0,2019,0.25,14.0,176.76,g
22966,p11,0,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,19.5,176.76,g
22967,p3,0,a,0.0,10.99,0.0,1,hc,1,0,2019,0.0,10.5,176.76,g
22968,p3,0,f,0.0,10.99,0.0,0,gc,1,0,2019,0.75,11.5,176.76,g
22969,p10,0,e,0.0,10.99,0.0,0,ye,1,1,2019,0.0,21.5,176.76,g
22970,p2,0,gb,0.0,0.0,0.0,1,mc,1,0,2019,0.0,14.5,176.76,g
22971,p11,0,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,23.5,176.76,g
22972,p1,0,e,0.0,10.99,0.0,0,ye,1,0,2019,0.0,31.0,176.76,g
22973,p3,0,e,1.0,10.99,0.0,0,gc,1,1,2019,0.25,13.5,176.76,g
22974,p10,0,e,0.0,10.99,0.0,1,hc,1,0,2019,3.0,17.5,176.76,g
22975,p10,1,a,1.0,10.99,1.0,1,gc,1,0,2019,0.0,20.0,176.76,g
22976,p9,0,e,0.0,10.99,0.0,0,gc,1,0,2019,0.25,17.5,176.76,g
22977,p5,0,ps,0.0,10.99,0.0,1,hc,1,1,2019,0.0,20.5,176.76,g
22978,p3,0,e,0.0,10.99,0.0,0,hc,1,1,2019,9.75,32.5,176.76,g
22979,p3,0,dd,0.0,10.99,0.0,1,gc,1,0,2019,9.25,12.0,176.76,g
22980,p8,1,f,1.0,10.99,0.0,1,yc,1,0,2019,0.0,22.5,176.76,g
22981,p3,0,ps,1.0,10.99,0.0,0,other,1,1,2019,0.0,28.0,176.76,g
22982,p2,1,a,1.0,10.99,0.0,1,hc,1,0,2019,0.0,19.5,176.76,g
22983,p4,1,a,1.0,10.99,0.0,1,oe,1,0,2019,0.25,11.5,176.76,g
22984,p1,0,a,1.0,10.99,0.0,1,yc,1,0,2019,0.0,12.5,176.76,g
22985,p5,0,ps,0.0,10.99,0.0,0,gc,1,1,2019,0.0,11.5,176.76,g
22986,p1,0,e,1.0,10.99,0.0,1,gc,1,1,2019,0.0,17.0,176.76,g
22987,p11,0,d,0.0,20.99,0.0,0,hc,0,0,2019,5.25,13.0,176.76,g
22988,p5,0,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,32.0,176.76,g
22989,p7,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,15.5,176.76,g
22990,p1,1,s,1.0,10.99,1.0,0,hc,1,1,2019,0.0,25.0,176.76,g
22991,p4,0,a,1.0,10.99,1.0,0,gc,1,0,2019,0.0,45.5,176.76,g
22992,p1,0,ps,1.0,10.99,1.0,0,hc,1,1,2019,0.0,17.5,176.76,g
22993,p3,0,e,0.0,10.99,0.0,0,gc,1,1,2019,135.0,20.5,176.76,g
22994,p2,1,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,20.5,176.76,g
22995,p3,0,ps,0.0,10.99,0.0,1,hc,1,1,2019,0.0,15.5,176.76,g
22996,p5,0,gb,1.0,0.0,0.0,0,gc,1,1,2019,0.0,19.0,176.76,g
22997,p1,0,ps,1.0,10.99,0.0,1,gc,1,1,2019,0.0,19.0,176.76,g
22998,p5,0,gb,1.0,0.0,0.0,1,hc,1,1,2019,0.25,19.0,176.76,g
22999,p15,1,gb,0.0,10.99,0.0,0,hc,1,1,2019,0.0,11.0,176.76,g
23000,p3,0,e,1.0,10.99,0.0,1,gc,1,1,2019,4.25,11.5,176.76,g
23001,p1,0,s,1.0,10.99,0.0,0,gc,1,1,2019,0.0,11.0,176.76,g
23002,p5,1,f,1.0,10.99,0.0,1,ye,1,1,2019,0.25,21.5,176.76,g
23003,p4,0,gb,1.0,0.0,0.0,1,hc,1,0,2019,10.75,11.5,176.76,g
23004,p1,0,e,0.0,10.99,0.0,0,oe,1,1,2019,2.25,18.5,176.76,g
23005,p1,1,f,1.0,10.99,0.0,1,hc,1,0,2019,0.0,25.0,176.76,g
23006,p1,0,b,0.0,10.99,0.0,0,he,1,0,2019,0.0,21.0,176.76,g
23007,p3,0,ps,1.0,10.99,0.0,1,gc,1,1,2019,8.5,9.5,176.76,g
23008,p5,1,f,0.0,10.99,0.0,0,gc,1,0,2019,0.25,16.5,176.76,g
23009,p1,1,f,0.0,10.99,0.0,1,ge,1,0,2019,0.0,28.5,176.76,g
23010,p5,0,e,0.0,10.99,0.0,0,hc,1,1,2019,0.0,17.5,176.76,g
23011,p1,0,f,0.0,10.99,0.0,1,other,1,0,2019,0.0,25.5,176.76,g
23012,p1,0,f,0.0,10.99,0.0,1,other,1,0,2019,0.0,27.5,176.76,g
23013,p1,0,f,0.0,10.99,0.0,1,other,1,0,2019,0.0,29.0,176.76,g
23014,p1,1,f,0.0,10.99,0.0,1,other,1,0,2019,0.0,25.0,176.76,g
23015,p2,0,gb,0.0,0.0,1.0,0,gc,1,1,2019,0.0,14.0,176.76,g
23016,p2,0,f,0.0,10.99,0.0,1,gc,1,1,2019,0.0,11.5,176.76,g
23017,p5,0,ps,1.0,10.99,0.0,1,other,1,1,2019,0.0,10.5,176.76,g
23018,p4,1,e,1.0,10.99,1.0,0,hc,1,1,2019,0.5,22.5,176.76,g
23019,p4,0,e,1.0,10.99,0.0,0,gc,1,1,2019,0.25,12.5,176.76,g
23020,p6,0,f,0.0,10.99,0.0,0,gc,1,0,2019,0.0,13.5,176.76,g
23021,p1,0,a,1.0,10.99,1.0,0,gc,1,1,2019,0.0,10.5,176.76,g
23022,p14,1,ps,0.0,10.99,0.0,0,he,1,1,2019,0.0,25.0,176.76,g
23023,p8,0,s,0.0,10.99,0.0,0,hc,1,0,2019,62.5,26.0,176.76,g
23024,p3,1,dd,0.0,10.99,0.0,1,gc,1,0,2019,0.0,10.0,176.76,g
23025,p8,1,f,1.0,10.99,0.0,1,yc,1,0,2019,0.25,19.5,176.76,g
23026,p2,0,s,1.0,10.99,0.0,1,gc,1,1,2019,0.25,15.5,176.76,g
23027,p1,0,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,24.0,176.76,g
23028,p4,0,f,0.0,10.99,1.0,0,hc,1,0,2019,0.0,28.0,176.76,g
23029,p3,0,s,0.0,10.99,0.0,0,gc,1,1,2019,2.0,24.5,176.76,g
23030,p4,1,a,1.0,10.99,0.0,1,other,1,0,2019,0.0,12.0,176.76,g
23031,p1,1,f,0.0,10.99,0.0,0,gc,1,0,2019,0.0,21.5,176.76,g
23032,p3,1,dd,0.0,10.99,0.0,0,hc,1,0,2019,0.0,11.5,176.76,g
23033,p4,0,cm,1.0,10.99,0.0,0,gc,1,1,2019,0.0,16.5,176.76,g
23034,p1,0,ps,1.0,10.99,0.0,1,gc,1,0,2019,0.0,21.0,176.76,g
23035,p2,1,a,0.0,10.99,0.0,1,gc,1,0,2019,0.0,11.0,176.76,g
23036,p1,1,ps,1.0,10.99,0.0,0,gc,1,1,2019,0.0,14.5,176.76,g
23037,p3,1,gb,1.0,0.0,0.0,0,other,1,0,2019,0.0,27.5,176.76,g
23038,p4,0,d,1.0,20.99,0.0,1,gc,0,1,2019,12.5,22.0,176.76,g
23039,p12,1,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,13.5,176.76,g
23040,p8,0,f,1.0,10.99,0.0,0,hc,1,0,2019,0.0,19.0,176.76,g
23041,p3,1,a,0.0,30.99,0.0,0,gc,1,0,2019,0.0,15.5,176.76,g
23042,p3,0,e,1.0,10.99,0.0,0,hc,1,1,2019,0.0,25.0,176.76,g
23043,p1,1,e,0.0,10.99,0.0,0,hc,1,0,2019,0.0,10.5,176.76,g
23044,p3,0,s,0.0,10.99,0.0,1,he,1,1,2019,1.75,16.5,176.76,g
23045,p6,0,f,1.0,10.99,0.0,1,gc,1,0,2019,13.0,14.0,176.76,g
23046,p6,1,f,1.0,10.99,0.0,1,gc,1,1,2019,0.25,15.5,176.76,g
23047,p1,0,s,1.0,10.99,0.0,0,gc,1,1,2019,0.25,14.5,176.76,g
23048,p4,1,f,1.0,10.99,1.0,0,gc,1,0,2019,0.0,26.5,176.76,g
23049,p11,0,b,1.0,10.99,0.0,0,gc,1,0,2019,0.0,13.5,176.76,g
23050,p1,1,e,0.0,10.99,0.0,0,gc,1,1,2019,0.25,11.5,176.76,g
23051,p2,1,a,0.0,10.99,0.0,1,gc,1,0,2019,0.0,17.5,176.76,g
23052,p2,1,e,1.0,10.99,0.0,0,gc,1,1,2019,0.0,13.0,176.76,g
23053,p11,0,e,0.0,10.99,0.0,0,gc,1,1,2019,0.0,15.5,176.76,g
23054,p2,0,a,0.0,10.99,1.0,1,gc,1,0,2019,0.0,13.5,176.76,g
23055,p3,0,gb,0.0,0.0,0.0,0,hc,1,0,2019,0.0,14.5,176.76,g
23056,p1,0,e,0.0,10.99,0.0,0,gc,1,0,2019,78.5,20.0,176.76,g
23057,p3,1,a,1.0,10.99,0.0,0,hc,1,0,2019,0.0,40.0,176.76,g
23058,p7,1,f,1.0,10.99,0.0,0,hc,1,0,2019,0.0,26.5,176.76,g
23059,p3,0,a,1.0,10.99,0.0,0,gc,1,1,2019,0.0,18.0,176.76,g
23060,p1,1,e,1.0,10.99,0.0,1,gc,1,1,2019,0.0,10.0,176.76,g
23061,p4,0,d,1.0,20.99,0.0,0,gc,0,0,2019,50.5,34.0,176.76,g
23062,p2,0,gb,0.0,0.0,0.0,1,gc,1,0,2019,0.0,17.0,176.76,g
23063,p2,0,a,1.0,20.99,1.0,0,gc,0,0,2019,0.25,13.5,176.76,g
23064,p8,0,gb,1.0,0.0,0.0,1,gc,1,1,2019,0.25,9.0,176.76,g
23065,p1,0,gb,0.0,0.0,0.0,1,ic,1,0,2019,0.5,15.0,176.76,g
23066,p1,1,f,1.0,10.99,0.0,1,gc,1,0,2019,0.0,18.5,176.76,g
