,sex,master_channel,newsletter,registration_payment,use_pickup_point,churned_1_month,email_domain,with_promotion,is_lead,reg_year,days_from_first_click,age,box_satisfaction,reg_month,random,income_per_region,population_per_region
252,0,d,1.0,20.99,0.0,0,other,0,1,2017,1.75,18.0,152.34,a,390,14638,2399548
253,0,a,1.0,10.99,0.0,0,gc,1,0,2017,0.0,17.5,152.34,a,225,18707,6663394
254,1,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,19.0,152.34,a,967,18707,6663394
255,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,12.0,152.34,a,327,11589,8414240
256,1,e,1.0,10.99,0.0,1,gc,1,0,2017,0.0,14.5,152.34,a,189,11589,8414240
257,0,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,11.0,152.34,a,837,11310,1067710
258,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,11.0,152.34,a,542,11818,1493898
259,1,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,10.5,152.34,a,345,18707,6663394
260,0,a,1.0,10.99,0.0,0,ye,1,0,2017,6.5,21.0,152.34,a,393,18707,6663394
261,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,14.5,152.34,a,857,18707,6663394
262,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,12.5,152.34,a,127,14584,581078
263,0,de,1.0,10.99,0.0,0,gc,1,1,2017,0.0,12.5,152.34,a,785,12401,2032863
264,0,de,1.0,10.99,0.0,0,other,1,1,2017,32.0,18.0,152.34,a,678,15882,1319291
265,0,e,1.0,10.99,0.0,0,hc,1,1,2017,0.0,18.5,152.34,a,50,17102,7675217
266,0,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,18.0,152.34,a,595,13621,2699499
267,1,d,1.0,10.99,0.0,1,gc,1,1,2017,25.0,9.5,152.34,a,578,19195,2207776
268,1,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,19.5,152.34,a,56,17102,7675217
269,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,19.0,152.34,a,306,11589,8414240
270,0,de,1.0,10.99,0.0,0,gc,1,1,2017,0.75,14.0,152.34,a,510,19195,2207776
271,0,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,17.5,152.34,a,604,11310,1067710
272,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,17.5,152.34,a,789,14638,2399548
273,1,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,17.5,152.34,a,981,11589,8414240
274,0,a,1.0,10.99,0.0,1,gc,1,1,2017,1.75,13.0,152.34,a,31,11589,8414240
275,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.5,152.34,a,333,11818,1493898
276,0,a,1.0,20.99,0.0,1,hc,0,0,2017,6.0,14.5,152.34,a,640,14903,1022800
277,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,16.0,152.34,a,794,19195,2207776
278,1,f,1.0,10.99,0.0,0,gc,1,1,2017,11.25,14.5,152.34,a,963,13148,5003769
279,0,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,17.5,152.34,a,550,13621,2699499
280,0,f,1.0,10.99,0.0,1,other,1,1,2017,0.0,19.0,152.34,a,94,13148,5003769
281,1,gb,1.0,2.99,0.0,0,hc,1,1,2017,0.25,11.5,152.34,a,570,11589,8414240
282,1,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,10.5,152.34,a,793,14584,581078
283,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,15.0,152.34,a,927,11589,8414240
284,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,22.0,152.34,a,625,11589,8414240
285,1,f,1.0,10.99,0.0,0,gc,1,1,2017,0.0,11.0,152.34,a,933,18707,6663394
286,1,gb,1.0,2.99,0.0,1,hc,1,1,2017,2.0,34.5,152.34,a,245,15251,316798
287,0,e,1.0,10.99,0.0,0,hc,1,1,2017,0.0,11.0,152.34,a,38,14638,2399548
288,0,de,1.0,10.99,0.0,1,hc,1,1,2017,0.0,16.0,152.34,a,822,14638,2399548
289,0,f,1.0,10.99,0.0,1,oe,1,0,2017,0.0,12.0,152.34,a,109,13148,5003769
290,1,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,14.5,152.34,a,217,18707,6663394
291,0,gb,1.0,2.99,0.0,0,other,1,0,2017,0.0,11.5,152.34,a,548,13148,5003769
292,1,a,1.0,10.99,0.0,0,hc,1,1,2017,0.0,25.5,152.34,a,847,13148,5003769
293,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,10.5,152.34,a,927,12401,2032863
294,0,a,1.0,10.99,0.0,0,gc,1,0,2017,0.0,25.5,152.34,a,159,18707,6663394
295,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,14.0,152.34,a,75,13148,5003769
296,0,s,1.0,10.99,0.0,1,gc,1,1,2017,0.25,13.0,152.34,a,666,11589,8414240
297,0,d,1.0,10.99,0.0,1,hc,1,0,2017,52.75,13.5,152.34,a,460,13148,5003769
298,0,b,1.0,10.99,0.0,0,hc,1,1,2017,1.75,19.5,152.34,a,675,17948,654214
299,0,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,31.5,152.34,a,268,17102,7675217
300,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,11.0,152.34,a,54,17102,7675217
301,1,gb,1.0,2.99,0.0,1,other,1,1,2017,0.0,12.0,152.34,a,357,18707,6663394
302,0,a,1.0,10.99,0.0,0,gc,1,1,2017,0.0,20.0,152.34,a,294,15882,1319291
303,0,f,1.0,10.99,0.0,0,other,1,1,2017,0.0,13.5,152.34,a,754,18707,6663394
304,1,d,1.0,10.99,0.0,1,ye,1,1,2017,37.0,10.5,152.34,a,907,11589,8414240
305,0,s,1.0,10.99,0.0,1,hc,1,1,2017,0.0,12.5,152.34,a,108,11589,8414240
306,1,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,15.5,152.34,a,218,11589,8414240
307,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,18.5,152.34,a,373,17102,7675217
308,0,a,1.0,10.99,0.0,1,he,1,1,2017,0.0,13.5,152.34,a,633,17102,7675217
309,1,ps,1.0,10.99,0.0,0,hc,1,1,2017,0.0,23.0,152.34,a,551,13148,5003769
310,0,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,23.5,152.34,a,821,18707,6663394
311,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,10.0,18.0,152.34,a,869,13148,5003769
312,1,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,15.5,152.34,a,599,18707,6663394
313,1,b,1.0,10.99,0.0,1,hc,1,1,2017,0.0,16.5,152.34,a,497,13621,2699499
314,1,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,20.0,152.34,a,886,11818,1493898
315,0,ps,1.0,10.99,0.0,1,hc,1,1,2017,0.0,11.0,152.34,a,148,17102,7675217
316,0,de,1.0,10.99,0.0,0,gc,1,1,2017,0.0,13.5,152.34,a,211,17102,7675217
317,1,a,0.0,10.99,0.0,0,hc,1,0,2017,0.25,15.5,152.34,a,89,15882,1319291
318,0,de,1.0,10.99,0.0,0,hc,1,1,2017,0.25,13.5,152.34,a,94,18707,6663394
319,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,24.0,152.34,a,349,11589,8414240
320,1,gb,1.0,2.99,0.0,0,gc,1,0,2017,0.0,10.5,152.34,a,53,18707,6663394
321,1,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,24.0,152.34,a,166,11589,8414240
322,0,a,0.0,10.99,0.0,0,he,1,0,2017,0.5,12.5,152.34,a,748,13148,5003769
323,0,s,1.0,10.99,0.0,0,ic,1,1,2017,0.0,14.0,152.34,a,519,17102,7675217
324,0,a,1.0,10.99,0.0,0,hc,1,0,2017,1.5,11.0,152.34,a,390,18707,6663394
325,0,f,1.0,10.99,0.0,0,other,1,0,2017,0.25,25.5,152.34,a,316,13148,5003769
328,0,f,1.0,10.99,0.0,0,gc,1,0,2017,0.0,21.5,152.34,a,827,17102,7675217
329,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,16.0,152.34,a,183,17102,7675217
331,0,de,1.0,10.99,0.0,0,hc,1,1,2017,3.75,13.0,152.34,a,742,18707,6663394
332,0,d,1.0,10.99,0.0,1,yc,1,1,2017,0.0,12.5,152.34,a,703,11589,8414240
333,1,f,1.0,10.99,0.0,0,gc,1,0,2017,0.0,14.5,152.34,a,282,14638,2399548
334,0,f,1.0,10.99,0.0,0,hc,1,0,2017,0.25,13.0,152.34,a,901,12401,2032863
335,0,s,1.0,10.99,0.0,0,yc,1,1,2017,16.0,18.0,152.34,a,303,11818,1493898
336,0,ps,1.0,10.99,0.0,0,hc,1,0,2017,0.0,17.0,152.34,a,591,11589,8414240
338,1,f,1.0,10.99,0.0,0,gc,1,0,2017,9.5,14.5,152.34,a,737,17102,7675217
339,1,f,1.0,10.99,0.0,0,hc,1,1,2017,0.0,14.0,152.34,a,491,17102,7675217
340,0,s,1.0,10.99,0.0,0,hc,1,1,2017,0.0,22.0,152.34,a,185,13148,5003769
341,1,s,1.0,10.99,0.0,1,hc,1,1,2017,0.0,14.0,152.34,a,513,11589,8414240
342,0,e,1.0,10.99,0.0,1,ye,1,1,2017,19.5,20.0,152.34,a,209,14638,2399548
343,0,f,0.0,10.99,0.0,0,hc,1,1,2017,0.0,17.0,152.34,a,825,12401,2032863
344,1,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,11.5,152.34,a,203,17102,7675217
345,0,e,1.0,10.99,0.0,0,hc,1,1,2017,0.0,20.0,152.34,a,16,18707,6663394
346,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,21.0,152.34,a,733,11589,8414240
347,0,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,11.5,152.34,a,422,17102,7675217
348,1,a,0.0,10.99,0.0,0,gc,1,1,2017,0.0,16.0,152.34,a,110,14638,2399548
349,1,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,18.5,152.34,a,663,11589,8414240
350,0,e,1.0,10.99,0.0,0,gc,1,1,2017,0.0,11.0,152.34,a,788,17102,7675217
353,0,e,1.0,10.99,0.0,0,he,1,1,2017,0.0,21.0,152.34,a,53,14584,581078
355,1,de,1.0,10.99,0.0,0,gc,1,1,2017,0.0,21.5,152.34,a,576,15882,1319291
356,0,s,1.0,10.99,0.0,1,gc,1,0,2017,0.0,18.5,152.34,a,477,13621,2699499
357,1,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,26.0,152.34,a,722,17102,7675217
358,1,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,26.0,152.34,a,173,11589,8414240
359,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,13.0,152.34,a,95,13148,5003769
360,0,g,1.0,0.0,0.0,1,gc,0,0,2017,0.0,22.5,152.34,a,800,12401,2032863
362,0,s,1.0,10.99,0.0,0,gc,1,0,2017,0.0,15.0,152.34,a,224,19195,2207776
364,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,18.5,152.34,a,918,14584,581078
365,1,ps,1.0,10.99,0.0,1,gc,1,0,2017,0.0,18.5,152.34,a,946,12401,2032863
366,0,e,1.0,10.99,0.0,0,gc,1,1,2017,0.25,23.0,152.34,a,158,13148,5003769
367,0,e,1.0,10.99,0.0,0,hc,1,1,2017,79.5,21.5,152.34,a,497,17102,7675217
368,0,ps,1.0,10.99,0.0,0,other,1,1,2017,0.25,13.5,152.34,a,165,14638,2399548
369,1,d,1.0,10.99,0.0,1,gc,1,1,2017,0.0,12.0,152.34,a,276,11589,8414240
370,0,a,1.0,10.99,0.0,1,hc,1,0,2017,0.5,27.5,152.34,a,821,11589,8414240
371,0,de,1.0,10.99,0.0,0,he,1,1,2017,0.0,12.0,152.34,a,581,17102,7675217
372,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,13.0,152.34,a,342,11589,8414240
373,0,e,1.0,10.99,0.0,0,hc,1,0,2017,0.0,21.5,152.34,a,692,17102,7675217
374,0,e,1.0,10.99,0.0,1,gc,1,1,2017,3.75,15.5,152.34,a,365,11589,8414240
375,0,e,1.0,10.99,0.0,0,gc,1,1,2017,5.5,15.0,152.34,a,753,13621,2699499
376,0,f,1.0,10.99,0.0,0,hc,1,1,2017,0.75,17.5,152.34,a,879,14638,2399548
377,0,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,14.5,152.34,a,50,17102,7675217
378,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,12.0,152.34,a,210,14638,2399548
379,0,s,1.0,10.99,0.0,0,hc,1,1,2017,0.0,15.5,152.34,a,864,11589,8414240
380,0,de,1.0,10.99,0.0,1,hc,1,1,2017,0.0,27.0,152.34,a,445,11589,8414240
381,0,a,1.0,10.99,0.0,0,hc,1,1,2017,0.0,18.0,152.34,a,210,18707,6663394
382,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,35.5,152.34,a,125,18707,6663394
383,0,d,1.0,10.99,0.0,1,hc,1,1,2017,0.0,18.5,152.34,a,82,17102,7675217
384,0,f,1.0,10.99,0.0,0,other,1,0,2017,0.0,17.5,152.34,a,14,13148,5003769
385,1,s,1.0,10.99,0.0,0,he,1,1,2017,0.0,10.5,152.34,a,983,17102,7675217
386,1,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,24.0,152.34,a,812,11310,1067710
387,0,d,1.0,10.99,0.0,1,hc,1,1,2017,0.0,15.0,152.34,a,396,11310,1067710
388,0,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,14.5,152.34,a,816,11310,1067710
389,0,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,21.0,152.34,a,921,18707,6663394
390,0,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,20.0,152.34,a,598,11310,1067710
391,0,f,1.0,10.99,0.0,0,gc,1,1,2017,0.0,21.0,152.34,a,80,17102,7675217
392,0,s,1.0,10.99,0.0,0,gc,1,0,2017,0.5,12.5,152.34,a,612,11589,8414240
393,1,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,23.0,152.34,a,789,11310,1067710
394,1,f,1.0,10.99,0.0,1,oe,1,0,2017,0.0,10.0,152.34,a,136,11818,1493898
395,0,d,1.0,10.99,0.0,1,hc,1,1,2017,0.25,12.0,152.34,a,170,12401,2032863
396,0,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,18.0,152.34,a,362,17102,7675217
397,0,a,1.0,10.99,0.0,0,gc,1,0,2017,0.0,16.5,152.34,a,406,13621,2699499
398,0,d,1.0,10.99,0.0,1,gc,1,1,2017,47.25,22.0,152.34,a,132,13148,5003769
399,0,e,1.0,10.99,0.0,1,he,1,1,2017,0.0,14.5,152.34,a,715,11589,8414240
400,1,s,0.0,10.99,0.0,0,gc,1,0,2017,0.25,15.5,152.34,a,487,11589,8414240
401,0,gb,1.0,2.99,0.0,1,hc,1,0,2017,0.0,15.5,152.34,a,7,18707,6663394
402,0,d,1.0,10.99,0.0,1,gc,1,0,2017,0.0,21.0,152.34,a,844,13148,5003769
403,0,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,14.5,152.34,a,622,12401,2032863
404,0,a,0.0,10.99,0.0,0,gc,1,1,2017,0.0,16.0,152.34,a,820,18707,6663394
405,0,f,0.0,10.99,0.0,0,hc,1,0,2017,0.0,20.0,152.34,a,903,13148,5003769
407,0,gb,1.0,2.99,0.0,0,gc,1,0,2017,0.0,14.5,152.34,a,251,15882,1319291
408,0,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.5,152.34,a,565,13621,2699499
409,0,de,1.0,10.99,0.0,0,gc,1,1,2017,0.0,16.0,152.34,a,120,18707,6663394
410,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,21.5,152.34,a,849,13621,2699499
411,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,18.5,152.34,a,902,13148,5003769
412,1,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,15.0,152.34,a,878,11589,8414240
413,0,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,26.5,152.34,a,1,18707,6663394
414,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,10.0,152.34,a,671,17948,654214
415,1,gb,0.0,2.99,0.0,0,ic,1,0,2017,0.0,11.0,152.34,a,585,13148,5003769
416,0,gb,1.0,2.99,0.0,1,hc,1,1,2017,0.0,29.0,152.34,a,218,13148,5003769
418,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.25,18.5,152.34,a,792,17102,7675217
419,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.25,17.0,152.34,a,573,14903,1022800
421,0,e,1.0,10.99,0.0,1,gc,1,1,2017,9.0,24.5,152.34,a,94,11818,1493898
422,1,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,16.0,152.34,a,521,13148,5003769
423,0,a,1.0,10.99,0.0,0,ye,1,0,2017,0.0,20.5,152.34,a,16,13621,2699499
424,1,gb,1.0,2.99,0.0,0,ye,1,1,2017,0.0,19.5,152.34,a,349,19195,2207776
425,1,f,1.0,10.99,0.0,1,other,1,0,2017,0.0,33.5,152.34,a,670,13148,5003769
426,0,s,1.0,10.99,0.0,0,hc,1,1,2017,0.0,16.0,152.34,a,90,18707,6663394
427,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.25,16.0,152.34,a,231,12401,2032863
429,1,e,1.0,10.99,0.0,1,ye,1,1,2017,0.5,14.0,152.34,a,94,18707,6663394
430,1,a,1.0,10.99,0.0,1,hc,1,0,2017,1.75,17.5,152.34,a,349,11589,8414240
432,0,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,30.5,152.34,a,401,11310,1067710
433,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,16.5,152.34,a,564,17102,7675217
434,0,a,1.0,10.99,0.0,0,gc,1,1,2017,0.0,15.5,152.34,a,47,17102,7675217
436,1,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,16.0,152.34,a,973,11310,1067710
437,1,a,1.0,10.99,0.0,0,ye,1,0,2017,0.0,21.0,152.34,a,204,11310,1067710
438,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,13.5,152.34,a,890,17102,7675217
439,0,s,1.0,10.99,0.0,0,hc,1,1,2017,0.0,15.0,152.34,a,1,18707,6663394
441,0,e,1.0,10.99,0.0,1,hc,1,1,2017,0.25,20.5,152.34,a,839,11589,8414240
442,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,11.0,152.34,a,434,18707,6663394
443,1,d,1.0,10.99,0.0,1,gc,1,0,2017,0.0,10.5,152.34,a,41,13148,5003769
444,0,a,1.0,10.99,1.0,0,hc,1,1,2017,0.0,26.5,152.34,a,920,13148,5003769
445,0,ps,1.0,10.99,0.0,0,hc,1,1,2017,0.0,15.0,152.34,a,439,17102,7675217
447,0,a,0.0,30.99,0.0,0,gc,0,0,2017,1.5,18.5,152.34,a,979,11589,8414240
449,0,ps,1.0,10.99,0.0,0,hc,1,1,2017,0.0,18.0,152.34,a,491,13148,5003769
450,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,21.0,152.34,a,988,13148,5003769
452,0,s,1.0,10.99,0.0,1,hc,1,1,2017,0.0,12.0,152.34,a,369,18707,6663394
453,0,s,1.0,10.99,0.0,1,hc,1,1,2017,0.0,16.0,152.34,a,525,11589,8414240
454,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,16.5,152.34,a,359,17102,7675217
456,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,15.0,152.34,a,989,17102,7675217
457,1,gb,1.0,2.99,0.0,1,hc,1,0,2017,0.0,15.5,152.34,a,316,14638,2399548
458,0,ps,1.0,10.99,0.0,0,other,1,1,2017,0.0,20.0,152.34,a,741,11589,8414240
459,0,a,1.0,10.99,0.0,1,yc,1,0,2017,0.0,14.5,152.34,a,371,11589,8414240
460,0,s,1.0,10.99,0.0,0,hc,1,1,2017,1.5,21.0,152.34,a,428,13148,5003769
461,0,s,1.0,10.99,0.0,1,gc,1,1,2017,0.0,12.5,152.34,a,799,19195,2207776
462,0,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,11.5,152.34,a,961,12401,2032863
463,0,s,1.0,10.99,0.0,1,hc,1,0,2017,0.0,19.5,152.34,a,374,17102,7675217
464,1,f,1.0,10.99,0.0,1,gc,1,1,2017,4.25,16.5,152.34,a,127,18707,6663394
465,0,d,1.0,20.99,0.0,0,hc,0,0,2017,0.0,22.5,152.34,a,812,15882,1319291
466,0,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,18.5,152.34,a,321,18707,6663394
467,1,a,1.0,10.99,0.0,1,other,1,0,2017,0.0,16.5,152.34,a,668,11589,8414240
468,1,f,1.0,10.99,0.0,1,oe,1,0,2017,0.0,15.5,152.34,a,807,13621,2699499
469,1,f,1.0,10.99,0.0,1,gc,1,1,2017,4.5,16.5,152.34,a,254,11589,8414240
470,1,d,1.0,20.99,0.0,0,gc,0,0,2017,0.0,9.5,152.34,a,684,14638,2399548
472,0,s,1.0,10.99,0.0,1,hc,1,1,2017,7.25,14.5,152.34,a,286,13621,2699499
474,0,a,1.0,10.99,0.0,1,ye,1,0,2017,0.0,15.5,152.34,a,314,17102,7675217
475,0,a,1.0,10.99,0.0,1,ye,1,0,2017,48.5,14.5,152.34,a,900,14638,2399548
476,0,gb,1.0,2.99,0.0,1,oe,1,1,2017,0.0,9.5,152.34,a,989,15882,1319291
477,0,gb,1.0,2.99,0.0,1,oe,1,1,2017,0.0,17.5,152.34,a,963,15882,1319291
478,1,gb,1.0,2.99,0.0,1,oe,1,1,2017,0.0,14.5,152.34,a,196,15882,1319291
480,0,de,1.0,10.99,0.0,1,hc,1,1,2017,0.0,15.5,152.34,a,268,18707,6663394
481,0,f,1.0,10.99,0.0,0,hc,1,0,2017,0.0,16.5,152.34,a,675,14638,2399548
483,1,gb,1.0,2.99,0.0,0,hc,1,1,2017,0.0,14.0,152.34,a,655,19195,2207776
484,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,16.5,152.34,a,105,11589,8414240
485,1,gb,1.0,2.99,0.0,1,yc,1,0,2017,0.0,29.0,152.34,a,176,19195,2207776
486,1,f,1.0,10.99,0.0,0,ye,1,1,2017,0.0,34.5,152.34,a,441,11589,8414240
488,1,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,15.0,152.34,a,816,17102,7675217
489,1,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,14.5,152.34,a,763,11818,1493898
490,0,ps,1.0,10.99,0.0,1,hc,1,1,2017,0.0,12.0,152.34,a,815,11310,1067710
491,0,ps,1.0,10.99,0.0,1,hc,1,1,2017,1.25,13.0,152.34,a,12,12401,2032863
492,0,ps,1.0,10.99,0.0,0,he,1,0,2017,0.0,22.0,152.34,a,382,15882,1319291
493,0,f,1.0,10.99,0.0,0,hc,1,0,2017,0.0,13.5,152.34,a,387,18707,6663394
494,1,de,1.0,10.99,0.0,0,gc,1,1,2017,0.0,15.0,152.34,a,769,17102,7675217
495,1,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,29.0,152.34,a,561,17948,654214
496,0,e,1.0,10.99,0.0,0,gc,1,1,2017,9.0,24.5,152.34,a,140,14638,2399548
497,0,d,1.0,10.99,0.0,0,gc,1,0,2017,0.5,14.0,152.34,a,545,17102,7675217
498,1,ps,1.0,10.99,0.0,0,he,1,1,2017,0.25,18.0,152.34,a,374,17102,7675217
499,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,8.5,15.0,152.34,a,220,13621,2699499
501,1,f,1.0,10.99,0.0,1,other,1,1,2017,0.0,34.0,152.34,a,10,13148,5003769
502,1,f,1.0,10.99,0.0,1,other,1,0,2017,0.0,16.5,152.34,a,314,13148,5003769
503,1,gb,1.0,2.99,0.0,0,he,1,1,2017,8.25,11.0,152.34,a,434,13148,5003769
504,1,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,13.5,152.34,a,106,18707,6663394
505,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,11.0,152.34,a,592,12401,2032863
506,0,d,1.0,10.99,0.0,1,other,1,0,2017,13.25,14.0,152.34,a,664,12401,2032863
507,1,e,1.0,10.99,0.0,1,gc,1,1,2017,1.75,32.0,152.34,a,559,11589,8414240
509,0,d,1.0,10.99,0.0,0,other,1,1,2017,18.25,29.5,152.34,a,926,17102,7675217
511,0,de,1.0,10.99,0.0,0,hc,1,1,2017,0.0,27.0,152.34,a,59,17102,7675217
512,0,s,1.0,10.99,0.0,1,gc,1,1,2017,0.0,11.5,152.34,a,278,14638,2399548
513,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,10.0,152.34,a,593,12401,2032863
514,0,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,16.0,152.34,a,174,14584,581078
515,0,d,1.0,20.99,0.0,1,hc,0,0,2017,1.5,20.5,152.34,a,587,12401,2032863
516,0,ps,1.0,10.99,0.0,0,hc,1,1,2017,0.0,12.5,152.34,a,450,13621,2699499
517,0,e,1.0,10.99,0.0,0,gc,1,1,2017,0.0,21.0,152.34,a,756,12401,2032863
518,0,s,1.0,10.99,0.0,1,gc,1,1,2017,0.0,11.5,152.34,a,426,17102,7675217
519,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,23.0,152.34,a,668,11589,8414240
520,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,13.0,152.34,a,174,11589,8414240
522,0,de,1.0,10.99,0.0,0,hc,1,1,2017,0.0,22.5,152.34,a,197,13148,5003769
523,0,a,1.0,10.99,0.0,0,gc,1,0,2017,0.0,19.0,152.34,a,335,13148,5003769
524,0,s,1.0,10.99,0.0,1,gc,1,1,2017,0.75,11.5,152.34,a,432,13148,5003769
525,0,gb,0.0,2.99,0.0,0,hc,1,1,2017,0.0,23.5,152.34,a,740,14638,2399548
526,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,21.0,152.34,a,547,18707,6663394
527,0,f,1.0,10.99,0.0,0,hc,1,0,2017,0.0,15.0,152.34,a,667,14638,2399548
528,0,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,14.5,152.34,a,905,11589,8414240
529,0,d,1.0,10.99,0.0,1,hc,1,0,2017,0.25,12.0,152.34,a,288,18707,6663394
530,0,e,1.0,10.99,0.0,0,gc,1,1,2017,1.25,15.0,152.34,a,848,18707,6663394
531,1,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.5,152.34,a,294,11589,8414240
532,0,de,1.0,10.99,0.0,0,hc,1,1,2017,0.0,18.0,152.34,a,555,11589,8414240
533,0,f,1.0,10.99,0.0,0,gc,1,1,2017,0.0,16.5,152.34,a,830,13621,2699499
534,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.25,14.5,152.34,a,222,13148,5003769
535,1,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,13.0,152.34,a,752,11589,8414240
536,0,a,1.0,10.99,0.0,1,he,1,0,2017,0.0,14.0,152.34,a,11,11818,1493898
537,0,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,12.0,152.34,a,638,11589,8414240
538,0,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,10.0,152.34,a,114,18707,6663394
539,0,f,1.0,10.99,0.0,1,ge,1,0,2017,0.0,13.5,152.34,a,702,19195,2207776
540,1,f,1.0,10.99,0.0,0,gc,1,0,2017,0.0,29.5,152.34,a,872,11589,8414240
541,0,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,14.0,152.34,a,205,18707,6663394
542,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,15.0,152.34,a,280,19195,2207776
