,sex,master_channel,newsletter,registration_payment,use_pickup_point,churned_1_month,email_domain,with_promotion,is_lead,reg_year,days_from_first_click,age,box_satisfaction,reg_month,random,income_per_region,population_per_region
13468,0,d,1.0,10.99,0.0,0,hc,1,0,2018,0.0,23.0,179.28,d,55,17102,7675217
13469,0,f,1.0,10.99,0.0,0,gc,1,1,2018,0.0,21.0,179.28,d,854,19195,2207776
13470,0,a,1.0,10.99,0.0,1,hc,1,0,2018,5.5,13.5,179.28,d,247,13621,2699499
13471,1,a,1.0,10.99,0.0,0,hc,1,0,2018,0.5,22.0,179.28,d,594,18707,6663394
13472,0,gb,1.0,10.99,1.0,0,lc,1,1,2018,0.25,22.5,179.28,d,78,15356,1149460
13473,1,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,18.5,179.28,d,649,18707,6663394
13474,1,a,1.0,10.99,0.0,1,other,1,0,2018,0.0,14.0,179.28,d,997,17102,7675217
13475,1,d,1.0,10.99,1.0,0,hc,1,0,2018,5.25,12.5,179.28,d,906,18707,6663394
13476,0,f,1.0,10.99,0.0,1,other,1,1,2018,0.0,16.5,179.28,d,524,17102,7675217
13477,0,s,1.0,10.99,0.0,1,hc,1,1,2018,3.75,20.0,179.28,d,216,12401,2032863
13478,0,s,0.0,10.99,0.0,0,gc,1,1,2018,0.25,19.5,179.28,d,430,12401,2032863
13479,0,d,1.0,10.99,0.0,1,other,1,0,2018,0.0,22.5,179.28,d,60,17102,7675217
13480,0,s,1.0,10.99,0.0,0,gc,1,1,2018,3.5,15.5,179.28,d,33,17102,7675217
13481,0,s,1.0,10.99,0.0,0,gc,1,1,2018,1.75,15.5,179.28,d,131,17102,7675217
13482,1,de,1.0,10.99,0.0,1,hc,1,1,2018,0.0,19.0,179.28,d,832,18707,6663394
13483,1,f,1.0,10.99,0.0,1,gc,1,1,2018,0.0,15.0,179.28,d,897,12401,2032863
13484,1,a,1.0,10.99,0.0,0,hc,1,0,2018,0.0,22.5,179.28,d,987,17102,7675217
13485,1,de,1.0,10.99,0.0,1,gc,1,1,2018,0.0,24.5,179.28,d,826,15882,1319291
13486,0,s,0.0,10.99,1.0,0,hc,1,0,2018,0.0,12.5,179.28,d,974,11589,8414240
13487,0,ps,1.0,10.99,0.0,1,hc,1,1,2018,0.0,11.5,179.28,d,134,18707,6663394
13488,0,d,1.0,10.99,0.0,0,gc,1,1,2018,0.0,18.0,179.28,d,15,17102,7675217
13489,0,s,1.0,10.99,0.0,0,gc,1,1,2018,0.0,16.5,179.28,d,901,11310,1067710
13491,0,a,1.0,10.99,0.0,0,gc,1,1,2018,2.0,34.0,179.28,d,322,15882,1319291
13492,0,a,1.0,10.99,0.0,1,gc,1,1,2018,15.75,26.5,179.28,d,339,13148,5003769
13493,0,d,1.0,10.99,0.0,1,hc,1,0,2018,0.0,13.5,179.28,d,137,17102,7675217
13494,1,b,1.0,10.99,0.0,0,hc,1,0,2018,0.0,19.0,179.28,d,74,14903,1022800
13495,0,ps,1.0,10.99,0.0,0,hc,1,1,2018,0.0,16.5,179.28,d,460,11589,8414240
13496,0,f,1.0,10.99,0.0,0,hc,1,0,2018,0.0,23.5,179.28,d,994,11310,1067710
13497,0,f,1.0,10.99,0.0,0,hc,1,0,2018,0.0,21.5,179.28,d,961,18707,6663394
13498,1,a,1.0,10.99,0.0,0,hc,1,0,2018,0.0,19.0,179.28,d,107,11589,8414240
13499,1,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,11.0,179.28,d,933,18707,6663394
13500,0,ps,1.0,10.99,0.0,0,yc,1,1,2018,3.25,12.5,179.28,d,838,18707,6663394
13501,0,ps,1.0,10.99,0.0,1,hc,1,1,2018,0.0,13.0,179.28,d,188,11589,8414240
13502,0,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,36.0,179.28,d,524,11589,8414240
13503,1,f,1.0,10.99,0.0,1,hc,1,1,2018,0.0,12.0,179.28,d,149,13148,5003769
13504,0,f,1.0,10.99,1.0,0,hc,1,0,2018,0.25,17.5,179.28,d,268,18707,6663394
13505,0,ps,1.0,10.99,0.0,1,hc,1,1,2018,3.5,13.5,179.28,d,170,11589,8414240
13506,0,a,1.0,10.99,0.0,0,hc,1,0,2018,0.0,21.5,179.28,d,73,18707,6663394
13507,1,d,1.0,10.99,0.0,1,hc,1,0,2018,0.0,26.5,179.28,d,742,11589,8414240
13508,0,gb,1.0,2.99,0.0,0,hc,1,0,2018,8.25,17.0,179.28,d,761,11589,8414240
13509,1,d,1.0,20.99,0.0,0,hc,0,0,2018,0.0,16.0,179.28,d,275,17102,7675217
13510,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,28.5,179.28,d,439,17102,7675217
13511,0,f,1.0,20.99,0.0,0,ye,0,0,2018,1.5,25.0,179.28,d,213,13148,5003769
13512,1,f,1.0,10.99,0.0,1,hc,1,0,2018,0.0,20.5,179.28,d,432,14903,1022800
13513,0,e,1.0,10.99,0.0,0,gc,1,1,2018,0.25,9.5,179.28,d,316,17102,7675217
13514,1,a,1.0,10.99,0.0,1,oe,1,0,2018,0.0,20.0,179.28,d,136,13148,5003769
13515,1,gb,1.0,2.99,0.0,0,hc,1,0,2018,0.0,13.0,179.28,d,430,17102,7675217
13516,1,a,1.0,10.99,0.0,0,gc,1,0,2018,0.0,18.5,179.28,d,51,13148,5003769
13517,0,f,1.0,10.99,0.0,0,hc,1,1,2018,0.0,22.5,179.28,d,343,13148,5003769
13518,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,0.0,23.0,179.28,d,617,11589,8414240
13519,1,ps,1.0,10.99,0.0,1,other,1,0,2018,0.0,28.0,179.28,d,33,13148,5003769
13520,0,a,1.0,10.99,0.0,1,hc,1,1,2018,11.25,22.5,179.28,d,339,18707,6663394
13521,0,a,1.0,10.99,0.0,0,gc,1,1,2018,0.0,12.5,179.28,d,342,17102,7675217
13522,0,s,1.0,10.99,0.0,0,gc,1,1,2018,0.0,17.0,179.28,d,631,18707,6663394
13523,0,ps,0.0,10.99,0.0,0,gc,1,1,2018,0.0,20.5,179.28,d,398,13148,5003769
13524,0,de,1.0,20.99,0.0,0,gc,0,1,2018,0.0,20.5,179.28,d,265,13148,5003769
13525,0,f,1.0,10.99,0.0,1,he,1,0,2018,0.0,22.5,179.28,d,715,11589,8414240
13526,1,s,1.0,10.99,1.0,1,hc,1,1,2018,0.25,18.5,179.28,d,677,11589,8414240
13527,0,de,1.0,10.99,0.0,1,hc,1,1,2018,0.25,13.5,179.28,d,38,11589,8414240
13528,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,18.5,179.28,d,847,17102,7675217
13529,0,s,0.0,10.99,0.0,0,gc,1,1,2018,0.0,24.5,179.28,d,93,18707,6663394
13530,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,40.75,22.0,179.28,d,219,15251,316798
13531,0,f,0.0,10.99,0.0,0,hc,1,0,2018,0.5,14.0,179.28,d,303,18707,6663394
13532,1,f,1.0,10.99,0.0,1,he,1,1,2018,0.0,10.5,179.28,d,212,18707,6663394
13533,1,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,14.0,179.28,d,996,18707,6663394
13534,0,ps,1.0,10.99,0.0,0,gc,1,0,2018,0.0,26.5,179.28,d,282,18707,6663394
13535,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,0.0,29.5,179.28,d,335,11589,8414240
13536,0,a,1.0,10.99,0.0,1,hc,1,1,2018,0.5,24.0,179.28,d,535,12401,2032863
13537,0,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,12.0,179.28,d,682,14638,2399548
13538,0,e,1.0,10.99,0.0,0,gc,1,1,2018,0.0,16.5,179.28,d,37,13148,5003769
13539,0,s,1.0,10.99,0.0,1,other,1,1,2018,0.0,12.0,179.28,d,913,11818,1493898
13540,0,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,22.5,179.28,d,32,11589,8414240
13541,0,f,1.0,10.99,0.0,0,gc,1,0,2018,0.0,12.0,179.28,d,14,11589,8414240
13542,1,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,16.5,179.28,d,650,19195,2207776
13543,0,s,1.0,10.99,1.0,1,gc,1,1,2018,0.0,13.5,179.28,d,72,14638,2399548
13544,0,s,1.0,10.99,1.0,1,gc,1,1,2018,0.0,16.5,179.28,d,878,17102,7675217
13545,0,de,1.0,10.99,0.0,0,hc,1,1,2018,0.0,23.0,179.28,d,849,11589,8414240
13546,0,f,1.0,10.99,0.0,0,gc,1,0,2018,0.0,14.5,179.28,d,230,17102,7675217
13547,1,dd,1.0,10.99,0.0,1,gc,1,0,2018,0.0,20.5,179.28,d,68,18707,6663394
13548,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,17.0,179.28,d,953,11589,8414240
13549,1,gb,0.0,2.99,0.0,1,gc,1,0,2018,0.0,13.5,179.28,d,156,17102,7675217
13550,0,a,1.0,10.99,0.0,0,gc,1,0,2018,245.0,17.5,179.28,d,727,18707,6663394
13551,1,d,1.0,10.99,0.0,1,hc,1,0,2018,0.0,24.0,179.28,d,719,18707,6663394
13552,0,ps,1.0,10.99,1.0,0,hc,1,0,2018,0.0,16.5,179.28,d,132,17102,7675217
13553,0,a,1.0,10.99,0.0,0,gc,1,1,2018,0.0,17.5,179.28,d,233,18707,6663394
13554,0,s,1.0,10.99,0.0,0,gc,1,1,2018,0.0,11.0,179.28,d,788,19195,2207776
13555,0,a,1.0,10.99,0.0,1,mc,1,0,2018,0.0,24.0,179.28,d,397,13148,5003769
13556,0,f,1.0,10.99,1.0,1,gc,1,0,2018,0.0,21.5,179.28,d,315,11589,8414240
13557,1,ps,1.0,10.99,0.0,1,gc,1,1,2018,0.0,18.0,179.28,d,336,14584,581078
13558,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,21.0,179.28,d,537,18707,6663394
13559,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,34.0,179.28,d,111,18707,6663394
13560,0,f,0.0,10.99,0.0,0,gc,1,1,2018,0.0,23.0,179.28,d,927,18707,6663394
13561,0,s,0.0,10.99,1.0,0,gc,1,1,2018,0.0,21.5,179.28,d,667,13621,2699499
13562,0,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,16.0,179.28,d,623,17102,7675217
13563,0,s,1.0,10.99,0.0,0,gc,1,1,2018,0.0,20.0,179.28,d,477,12401,2032863
13564,1,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,16.0,179.28,d,831,18707,6663394
13565,1,d,1.0,10.99,0.0,1,gc,1,1,2018,0.0,30.0,179.28,d,121,18707,6663394
13566,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,0.0,19.5,179.28,d,946,11310,1067710
13567,0,de,1.0,10.99,0.0,1,hc,1,1,2018,0.0,28.0,179.28,d,854,13148,5003769
13568,1,gb,1.0,2.99,0.0,0,gc,1,1,2018,0.0,10.5,179.28,d,864,17102,7675217
13569,1,d,1.0,10.99,0.0,1,other,1,0,2018,0.0,15.0,179.28,d,70,11818,1493898
13570,0,ps,1.0,10.99,1.0,1,hc,1,1,2018,0.0,11.5,179.28,d,153,19195,2207776
13571,1,d,1.0,20.99,0.0,1,gc,0,0,2018,0.0,13.5,179.28,d,984,17102,7675217
13572,0,s,1.0,10.99,0.0,1,gc,1,1,2018,0.0,17.0,179.28,d,41,19195,2207776
13573,0,f,1.0,10.99,1.0,0,gc,1,0,2018,0.0,14.0,179.28,d,413,11589,8414240
13574,0,gb,0.0,2.99,0.0,0,hc,1,0,2018,0.0,17.0,179.28,d,625,13148,5003769
13575,0,s,1.0,10.99,0.0,1,ye,1,1,2018,0.0,20.5,179.28,d,193,18707,6663394
13576,1,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,11.0,179.28,d,566,14638,2399548
13577,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,15.5,179.28,d,556,17102,7675217
13578,0,e,1.0,10.99,0.0,1,gc,1,1,2018,0.0,13.0,179.28,d,921,11589,8414240
13579,1,a,1.0,10.99,1.0,1,gc,1,0,2018,0.0,15.5,179.28,d,884,17102,7675217
13580,0,ps,1.0,10.99,0.0,0,gc,1,0,2018,0.0,30.0,179.28,d,703,19195,2207776
13581,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,0.0,17.5,179.28,d,326,11589,8414240
13582,0,f,0.0,10.99,0.0,0,hc,1,1,2018,0.0,26.5,179.28,d,623,14584,581078
13583,0,f,1.0,10.99,0.0,0,gc,1,1,2018,0.0,18.5,179.28,d,747,11589,8414240
13584,1,s,1.0,10.99,0.0,0,hc,1,1,2018,7.25,12.0,179.28,d,189,14638,2399548
13585,0,de,1.0,10.99,0.0,0,ye,1,1,2018,0.0,21.0,179.28,d,749,18707,6663394
13586,1,ps,1.0,10.99,0.0,0,gc,1,1,2018,0.0,11.5,179.28,d,313,11589,8414240
13587,1,f,1.0,10.99,0.0,0,hc,1,1,2018,0.25,18.5,179.28,d,562,17102,7675217
13588,1,a,1.0,10.99,0.0,0,ye,1,0,2018,0.25,13.5,179.28,d,326,18707,6663394
13589,0,gb,1.0,2.99,0.0,1,gc,1,0,2018,0.0,13.5,179.28,d,175,17102,7675217
13590,0,e,1.0,10.99,0.0,0,gc,1,1,2018,0.0,13.0,179.28,d,90,13621,2699499
13591,1,a,1.0,10.99,0.0,1,other,1,1,2018,0.0,16.0,179.28,d,798,17102,7675217
13592,0,s,1.0,10.99,0.0,0,gc,1,1,2018,7.5,14.0,179.28,d,133,15356,1149460
13593,0,s,1.0,10.99,0.0,0,hc,1,1,2018,12.25,24.5,179.28,d,457,11818,1493898
13594,0,e,1.0,10.99,1.0,0,hc,1,1,2018,0.0,18.5,179.28,d,245,17102,7675217
13595,0,a,1.0,10.99,1.0,0,gc,1,0,2018,0.0,16.0,179.28,d,679,17102,7675217
13596,0,dd,1.0,10.99,0.0,1,gc,1,0,2018,0.0,13.5,179.28,d,552,17102,7675217
13597,1,f,1.0,10.99,0.0,1,ic,1,0,2018,0.0,11.0,179.28,d,265,11589,8414240
13598,1,f,1.0,10.99,0.0,1,hc,1,0,2018,0.0,22.5,179.28,d,2,19195,2207776
13599,0,s,1.0,10.99,0.0,0,gc,1,1,2018,0.0,11.5,179.28,d,51,13148,5003769
13600,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,15.5,179.28,d,638,12401,2032863
13601,1,f,1.0,10.99,1.0,1,gc,1,0,2018,0.0,13.5,179.28,d,981,18707,6663394
13602,1,s,0.0,10.99,0.0,0,gc,1,0,2018,0.75,20.5,179.28,d,821,13148,5003769
13603,1,ps,1.0,10.99,0.0,1,gc,1,1,2018,0.0,15.5,179.28,d,135,11589,8414240
13604,0,ps,1.0,10.99,0.0,1,hc,1,0,2018,5.5,16.5,179.28,d,28,18707,6663394
13605,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,15.5,179.28,d,306,12401,2032863
13606,1,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,12.0,179.28,d,780,15251,316798
13607,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,17.5,179.28,d,234,17102,7675217
13608,1,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,18.0,179.28,d,644,18707,6663394
13609,1,d,1.0,10.99,0.0,1,gc,1,1,2018,0.0,16.5,179.28,d,333,11589,8414240
13610,1,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,16.5,179.28,d,835,11589,8414240
13611,0,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,23.0,179.28,d,641,11589,8414240
13612,1,e,1.0,10.99,0.0,0,other,1,1,2018,0.0,29.5,179.28,d,151,17102,7675217
13613,1,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,25.0,179.28,d,872,11589,8414240
13614,0,d,1.0,10.99,0.0,0,gc,1,1,2018,0.0,23.0,179.28,d,703,11589,8414240
13615,0,de,1.0,10.99,0.0,1,gc,1,1,2018,0.0,15.0,179.28,d,289,11818,1493898
13616,0,e,0.0,10.99,0.0,0,hc,1,1,2018,0.25,13.5,179.28,d,319,11589,8414240
13617,0,s,1.0,10.99,0.0,1,hc,1,1,2018,0.0,14.5,179.28,d,899,12401,2032863
13618,0,e,1.0,10.99,0.0,0,hc,1,1,2018,0.0,17.0,179.28,d,413,13148,5003769
13619,1,gb,1.0,2.99,0.0,1,gc,1,0,2018,0.0,14.0,179.28,d,634,17102,7675217
13620,0,d,1.0,10.99,0.0,1,gc,1,1,2018,0.0,26.5,179.28,d,969,11589,8414240
13621,0,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,25.5,179.28,d,582,11589,8414240
13622,0,d,1.0,20.99,0.0,0,gc,0,0,2018,0.0,22.5,179.28,d,311,17102,7675217
13623,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,19.0,179.28,d,34,11589,8414240
13624,0,s,1.0,10.99,0.0,0,hc,1,1,2018,0.0,14.0,179.28,d,163,14584,581078
13625,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,0.0,12.5,179.28,d,416,18707,6663394
13626,0,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,16.5,179.28,d,485,15882,1319291
13627,0,ps,1.0,20.99,0.0,0,hc,0,1,2018,0.25,15.0,179.28,d,689,14903,1022800
13628,0,s,1.0,10.99,0.0,1,gc,1,1,2018,4.25,19.0,179.28,d,382,15882,1319291
13629,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,17.0,179.28,d,25,18707,6663394
13630,1,f,1.0,10.99,0.0,1,gc,1,0,2018,0.25,17.0,179.28,d,705,18707,6663394
13631,0,s,1.0,10.99,0.0,1,gc,1,1,2018,0.0,14.5,179.28,d,318,13148,5003769
13632,1,gb,1.0,2.99,0.0,0,gc,1,1,2018,0.75,18.0,179.28,d,675,18707,6663394
13633,1,ps,1.0,10.99,0.0,0,other,1,1,2018,0.25,21.0,179.28,d,554,11589,8414240
13634,0,e,1.0,10.99,0.0,0,gc,1,1,2018,0.0,23.0,179.28,d,187,18707,6663394
13635,0,e,1.0,10.99,0.0,1,gc,1,1,2018,0.0,18.0,179.28,d,38,17102,7675217
13636,0,e,1.0,10.99,0.0,1,gc,1,1,2018,0.0,19.5,179.28,d,169,18707,6663394
13637,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,2.0,15.5,179.28,d,867,11589,8414240
13638,0,s,1.0,10.99,0.0,0,hc,1,1,2018,0.0,13.5,179.28,d,139,11818,1493898
13639,0,e,1.0,10.99,0.0,0,gc,1,1,2018,0.0,19.0,179.28,d,174,14903,1022800
13640,0,a,1.0,10.99,0.0,1,other,1,1,2018,0.0,13.5,179.28,d,721,12401,2032863
13641,0,f,0.0,10.99,0.0,0,hc,1,0,2018,0.0,29.5,179.28,d,391,11589,8414240
13642,0,gb,1.0,2.99,0.0,1,gc,1,1,2018,0.0,13.5,179.28,d,906,13148,5003769
13643,1,a,1.0,10.99,0.0,0,hc,1,0,2018,0.0,23.0,179.28,d,20,18707,6663394
13644,0,s,1.0,10.99,0.0,1,hc,1,1,2018,0.0,13.0,179.28,d,416,18707,6663394
13645,0,e,1.0,20.99,0.0,0,gc,0,1,2018,0.0,24.5,179.28,d,126,11589,8414240
13646,0,a,1.0,10.99,0.0,1,oc,1,0,2018,2.0,19.5,179.28,d,255,11589,8414240
13647,0,a,1.0,10.99,0.0,0,mc,1,1,2018,0.0,16.0,179.28,d,615,17102,7675217
13648,0,f,1.0,10.99,0.0,1,gc,1,1,2018,0.0,15.0,179.28,d,583,18707,6663394
13649,1,a,1.0,10.99,0.0,1,ic,1,1,2018,0.0,12.0,179.28,d,501,18707,6663394
13650,0,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,28.5,179.28,d,246,18707,6663394
13651,0,d,1.0,20.99,0.0,0,hc,0,1,2018,0.0,18.0,179.28,d,437,18707,6663394
13652,0,a,1.0,10.99,0.0,0,gc,1,1,2018,0.0,24.5,179.28,d,270,18707,6663394
13653,1,s,1.0,10.99,0.0,0,hc,1,1,2018,0.0,12.0,179.28,d,152,18707,6663394
13654,1,a,1.0,10.99,0.0,0,gc,1,1,2018,0.0,21.0,179.28,d,396,13148,5003769
13655,0,a,1.0,10.99,1.0,0,gc,1,0,2018,0.0,14.5,179.28,d,26,15882,1319291
13656,1,b,1.0,10.99,0.0,0,gc,1,1,2018,0.0,13.5,179.28,d,925,14638,2399548
13657,1,a,1.0,10.99,0.0,0,gc,1,0,2018,0.0,19.5,179.28,d,484,18707,6663394
13658,0,a,1.0,10.99,0.0,0,other,1,1,2018,0.0,15.0,179.28,d,438,17102,7675217
13659,1,a,1.0,10.99,0.0,1,gc,1,1,2018,4.25,16.5,179.28,d,217,11589,8414240
13660,0,a,1.0,10.99,0.0,0,other,1,0,2018,0.0,27.0,179.28,d,492,18707,6663394
13661,0,a,1.0,10.99,0.0,1,hc,1,1,2018,0.0,26.0,179.28,d,861,11818,1493898
13662,0,a,1.0,10.99,1.0,1,gc,1,1,2018,0.0,18.5,179.28,d,230,11310,1067710
13663,1,a,0.0,10.99,0.0,0,gc,1,0,2018,0.0,12.5,179.28,d,179,18707,6663394
13664,1,a,1.0,20.99,0.0,1,ye,0,1,2018,0.0,31.0,179.28,d,192,14638,2399548
13665,0,a,1.0,10.99,0.0,0,gc,1,0,2018,0.0,14.0,179.28,d,631,17102,7675217
13666,0,a,1.0,10.99,1.0,1,gc,1,0,2018,0.0,12.5,179.28,d,984,12401,2032863
13667,0,a,1.0,10.99,0.0,1,he,1,1,2018,0.0,17.5,179.28,d,122,13148,5003769
13668,0,a,1.0,10.99,0.0,0,hc,1,0,2018,0.0,17.5,179.28,d,932,12401,2032863
13669,0,a,1.0,20.99,0.0,1,gc,0,1,2018,0.0,27.0,179.28,d,382,14638,2399548
13670,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,21.5,179.28,d,947,11589,8414240
13671,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,27.0,179.28,d,201,11589,8414240
13672,0,a,0.0,10.99,1.0,0,gc,1,1,2018,0.0,22.0,179.28,d,199,17948,654214
13673,0,s,1.0,10.99,0.0,1,gc,1,1,2018,0.0,21.0,179.28,d,389,14638,2399548
13674,0,a,1.0,10.99,0.0,0,he,1,0,2018,0.0,22.5,179.28,d,493,18707,6663394
13675,0,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,20.5,179.28,d,284,17102,7675217
13676,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,13.0,179.28,d,999,15251,316798
13677,0,a,1.0,10.99,0.0,0,gc,1,0,2018,0.0,24.0,179.28,d,18,17102,7675217
13678,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,0.0,16.0,179.28,d,368,11589,8414240
13679,0,a,1.0,10.99,0.0,0,hc,1,1,2018,0.0,20.5,179.28,d,520,11589,8414240
13680,0,s,1.0,10.99,0.0,1,hc,1,1,2018,0.0,13.5,179.28,d,98,11589,8414240
13681,0,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,25.5,179.28,d,427,18707,6663394
13682,1,a,1.0,10.99,0.0,1,hc,1,0,2018,0.0,20.0,179.28,d,859,15251,316798
13683,1,f,1.0,10.99,0.0,1,hc,1,1,2018,0.25,16.5,179.28,d,758,11589,8414240
13684,0,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,17.5,179.28,d,612,18707,6663394
13685,0,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,27.0,179.28,d,129,11589,8414240
13686,0,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,24.5,179.28,d,777,13148,5003769
13687,0,a,1.0,10.99,0.0,0,hc,1,0,2018,0.0,19.0,179.28,d,527,12401,2032863
13688,0,a,1.0,10.99,0.0,0,gc,1,0,2018,0.0,17.5,179.28,d,418,13148,5003769
13689,0,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,21.0,179.28,d,471,17102,7675217
13690,0,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,15.0,179.28,d,748,18707,6663394
13691,1,f,1.0,10.99,0.0,1,hc,1,0,2018,0.0,15.0,179.28,d,960,11589,8414240
13692,1,f,0.0,20.99,0.0,0,gc,0,1,2018,1.25,15.0,179.28,d,549,17102,7675217
13693,0,a,1.0,20.99,0.0,1,gc,0,0,2018,0.0,26.0,179.28,d,536,17102,7675217
13694,0,a,1.0,10.99,0.0,1,hc,1,0,2018,0.0,18.5,179.28,d,229,13148,5003769
13695,0,a,1.0,10.99,0.0,0,hc,1,1,2018,0.0,19.0,179.28,d,853,11589,8414240
13696,0,a,1.0,10.99,0.0,0,he,1,0,2018,0.25,18.5,179.28,d,807,15882,1319291
13697,0,a,1.0,10.99,0.0,0,ye,1,0,2018,0.0,20.0,179.28,d,356,15882,1319291
13698,1,gb,1.0,2.99,0.0,0,hc,1,0,2018,0.0,11.5,179.28,d,736,14584,581078
13699,0,ps,1.0,10.99,0.0,1,gc,1,1,2018,0.25,13.5,179.28,d,649,12401,2032863
13700,1,f,1.0,10.99,0.0,1,other,1,0,2018,0.0,12.5,179.28,d,598,18707,6663394
13701,0,d,1.0,20.99,0.0,1,hc,0,1,2018,0.0,27.0,179.28,d,843,13148,5003769
13702,0,gb,1.0,2.99,0.0,1,other,1,1,2018,0.0,12.5,179.28,d,450,17102,7675217
13703,0,d,1.0,10.99,0.0,0,ye,1,1,2018,0.25,20.0,179.28,d,772,14903,1022800
13704,0,e,1.0,10.99,0.0,0,gc,1,1,2018,0.25,25.5,179.28,d,884,15882,1319291
13705,0,s,1.0,10.99,0.0,1,he,1,1,2018,0.25,11.0,179.28,d,287,18707,6663394
13706,0,a,0.0,10.99,0.0,0,hc,1,1,2018,0.0,19.5,179.28,d,852,17102,7675217
13707,0,a,1.0,10.99,0.0,0,hc,1,0,2018,0.0,20.5,179.28,d,325,19195,2207776
13708,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,4.5,44.0,179.28,d,978,13148,5003769
13709,0,f,1.0,10.99,0.0,1,hc,1,0,2018,0.0,29.5,179.28,d,53,11589,8414240
13710,0,a,0.0,10.99,0.0,0,hc,1,0,2018,0.0,22.5,179.28,d,476,13148,5003769
13711,1,ps,1.0,10.99,0.0,0,hc,1,1,2018,0.0,18.0,179.28,d,543,11818,1493898
13712,0,a,1.0,10.99,1.0,0,gc,1,1,2018,6.0,23.5,179.28,d,478,14638,2399548
13713,0,gb,1.0,2.99,0.0,1,hc,1,1,2018,5.75,19.5,179.28,d,532,18707,6663394
13714,0,s,0.0,10.99,0.0,0,hc,1,1,2018,0.25,20.5,179.28,d,344,11589,8414240
13715,0,ps,0.0,10.99,0.0,0,hc,1,1,2018,0.25,14.0,179.28,d,467,11589,8414240
13716,0,gb,1.0,2.99,0.0,1,gc,1,0,2018,0.0,22.0,179.28,d,335,17102,7675217
13717,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,0.0,23.0,179.28,d,165,17102,7675217
13718,0,s,1.0,10.99,0.0,1,gc,1,1,2018,0.0,19.0,179.28,d,466,18707,6663394
13719,1,s,1.0,10.99,0.0,0,gc,1,1,2018,0.5,24.0,179.28,d,377,13621,2699499
13720,1,ps,1.0,10.99,0.0,1,hc,1,1,2018,5.0,14.5,179.28,d,783,15882,1319291
13721,1,a,1.0,10.99,0.0,1,hc,1,0,2018,0.0,17.0,179.28,d,360,12401,2032863
13722,0,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,18.5,179.28,d,722,18707,6663394
13723,0,f,1.0,10.99,0.0,1,hc,1,0,2018,0.0,20.5,179.28,d,916,11589,8414240
13724,0,ps,1.0,10.99,0.0,0,gc,1,0,2018,327.25,15.0,179.28,d,132,18707,6663394
13725,0,ps,1.0,10.99,0.0,0,gc,1,0,2018,0.0,24.0,179.28,d,545,17102,7675217
